id,source_fragrance_id,recommended_fragrance_id,recommendation_type,score,reason,shared_dimensions_json,difference_summary,confidence_score,generation_method,review_status,created_at,updated_at,rejection_reason
11,2,11,same_family,0.982523,"AromaTwin selected this same family for its shared aquatic, fresh, marine, citrus.","{""accord"": [""aquatic"", ""fresh"", ""marine""], ""family"": [""fresh aquatic""], ""mood"": [""clean"", ""energising""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""aquatic"", ""fresh"", ""marine"", ""citrus""]}",The option is less green.,0.993009,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
12,2,20,same_family,0.981511,"AromaTwin selected this same family for its shared aquatic, fresh, marine, citrus.","{""accord"": [""aquatic"", ""fresh"", ""marine""], ""family"": [""fresh aquatic""], ""mood"": [""clean"", ""energising""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""aquatic"", ""fresh"", ""marine"", ""citrus""]}","The option is more fruity, more green.",0.992604,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
13,2,25,same_family,0.965454,"AromaTwin selected this same family for its shared aquatic, fresh, marine, citrus.","{""accord"": [""aquatic"", ""fresh"", ""marine""], ""family"": [""fresh aquatic""], ""mood"": [""clean"", ""energising""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""aquatic"", ""fresh"", ""marine"", ""citrus""]}","The option is more aromatic, less green.",0.986182,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
14,2,34,same_family,0.965454,"AromaTwin selected this same family for its shared aquatic, fresh, marine, citrus.","{""accord"": [""aquatic"", ""fresh"", ""marine""], ""family"": [""fresh aquatic""], ""mood"": [""clean"", ""energising""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""aquatic"", ""fresh"", ""marine"", ""citrus""]}","The option is more floral, less green.",0.986182,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
15,2,43,same_family,0.89794,"AromaTwin selected this same family for its shared aquatic, fresh, marine, citrus.","{""accord"": [""aquatic"", ""fresh"", ""marine""], ""family"": [""fresh aquatic""], ""mood"": [""clean"", ""energising""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""aquatic"", ""fresh"", ""marine"", ""citrus""]}","The option is more musky, less green.",0.959176,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
16,2,13,same_occasion,0.630129,"AromaTwin selected this same occasion for its shared fresh, citrus, green, casual.","{""accord"": [""fresh"", ""green""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus"", ""green""]}","The option is less aquatic, more aromatic, less marine.",0.852052,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
17,2,31,same_occasion,0.621373,"AromaTwin selected this same occasion for its shared fresh, citrus, green, casual.","{""accord"": [""fresh"", ""green""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus"", ""green""]}","The option is less aquatic, more aromatic, less marine.",0.848549,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
18,2,40,same_occasion,0.594862,"AromaTwin selected this same occasion for its shared fresh, citrus, casual, daytime.","{""accord"": [""fresh""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus""]}","The option is less aquatic, more aromatic, less marine.",0.837945,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
19,2,8,same_occasion,0.586826,"AromaTwin selected this same occasion for its shared fresh, citrus, casual, daytime.","{""accord"": [""fresh""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus""]}","The option is less aquatic, more aromatic, less marine.",0.83473,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
20,2,22,same_occasion,0.586826,"AromaTwin selected this same occasion for its shared fresh, citrus, casual, daytime.","{""accord"": [""fresh""], ""occasion"": [""casual"", ""daytime""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus""]}","The option is less aquatic, more aromatic, less marine.",0.83473,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.825909+00:00,2026-09-17T07:14:26.825909+00:00,
21,3,17,same_family,0.965133,"AromaTwin selected this same family for its shared floral, fresh, citrus, musky.","{""accord"": [""floral"", ""powdery"", ""sweet""], ""family"": [""white floral""], ""mood"": [""luminous"", ""romantic""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""floral"", ""fresh"", ""citrus"", ""musky""]}","The option is less green, more citrus.",0.986053,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
22,3,12,same_family,0.96108,"AromaTwin selected this same family for its shared floral, citrus, musky, woody.","{""accord"": [""floral"", ""powdery"", ""sweet""], ""family"": [""white floral""], ""mood"": [""luminous"", ""romantic""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""floral"", ""citrus"", ""musky"", ""woody""]}","The option is less fresh, less green.",0.984432,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
23,3,26,same_family,0.96108,"AromaTwin selected this same family for its shared floral, citrus, musky, woody.","{""accord"": [""floral"", ""powdery"", ""sweet""], ""family"": [""white floral""], ""mood"": [""luminous"", ""romantic""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""floral"", ""citrus"", ""musky"", ""woody""]}","The option is less fresh, less green.",0.984432,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
24,3,35,same_family,0.938686,"AromaTwin selected this same family for its shared floral, citrus, musky, woody.","{""accord"": [""floral"", ""powdery"", ""sweet""], ""family"": [""white floral""], ""mood"": [""luminous"", ""romantic""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""floral"", ""citrus"", ""musky"", ""woody""]}","The option is less fresh, more gourmand, less green.",0.975474,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
25,3,44,same_family,0.785784,"AromaTwin selected this same family for its shared floral, citrus, musky, woody.","{""accord"": [""floral"", ""powdery"", ""sweet""], ""family"": [""white floral""], ""mood"": [""luminous"", ""romantic""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""floral"", ""citrus"", ""musky"", ""woody""]}","The option is more amber, more warm, less fresh.",0.914314,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
26,3,13,same_season,0.616115,"AromaTwin selected this same season for its shared fresh, citrus, musky, green.","{""accord"": [""green""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus"", ""musky"", ""green""]}","The option is more aromatic, less floral, less woody.",0.846446,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
27,3,37,same_season,0.611542,"AromaTwin selected this same season for its shared fresh, woody, green, powdery.","{""accord"": [""green"", ""powdery""], ""season"": [""spring""], ""vector_dimensions"": [""fresh"", ""woody"", ""green"", ""powdery""]}","The option is more aromatic, less floral, less citrus.",0.844617,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
28,3,22,same_season,0.609253,"AromaTwin selected this same season for its shared fresh, citrus, musky, sweet.","{""accord"": [""sweet""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus"", ""musky"", ""sweet""]}","The option is more aromatic, less floral, less woody.",0.843701,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
29,3,31,same_season,0.609253,"AromaTwin selected this same season for its shared fresh, citrus, musky, green.","{""accord"": [""green""], ""season"": [""spring"", ""summer""], ""vector_dimensions"": [""fresh"", ""citrus"", ""musky"", ""green""]}","The option is more aromatic, less floral, less woody.",0.843701,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
30,3,46,same_season,0.588936,"AromaTwin selected this same season for its shared fresh, woody, green, sweet.","{""accord"": [""green"", ""sweet""], ""season"": [""spring""], ""vector_dimensions"": [""fresh"", ""woody"", ""green"", ""sweet""]}","The option is more aromatic, less floral, less citrus.",0.835574,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.827917+00:00,2026-09-17T07:14:26.827917+00:00,
31,4,9,same_family,0.953742,"AromaTwin selected this same family for its shared amber, dark, resinous, smoky.","{""accord"": [""amber"", ""resinous"", ""smoky"", ""woody""], ""family"": [""amber woody""], ""mood"": [""nocturnal"", ""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""dark"", ""resinous"", ""smoky""]}",The option is less leather.,0.981497,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
32,4,36,same_family,0.953742,"AromaTwin selected this same family for its shared amber, dark, resinous, smoky.","{""accord"": [""amber"", ""resinous"", ""smoky"", ""woody""], ""family"": [""amber woody""], ""mood"": [""nocturnal"", ""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""dark"", ""resinous"", ""smoky""]}",The option is less leather.,0.981497,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
33,4,41,same_family,0.944993,"AromaTwin selected this same family for its shared amber, dark, resinous, smoky.","{""accord"": [""amber"", ""resinous"", ""smoky"", ""woody""], ""family"": [""amber woody""], ""mood"": [""nocturnal"", ""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""dark"", ""resinous"", ""smoky""]}","The option is less leather, more spicy.",0.977997,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
34,4,18,same_family,0.910336,"AromaTwin selected this same family for its shared amber, dark, resinous, smoky.","{""accord"": [""amber"", ""resinous"", ""smoky"", ""woody""], ""family"": [""amber woody""], ""mood"": [""nocturnal"", ""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""dark"", ""resinous"", ""smoky""]}","The option is more fruity, less leather.",0.964134,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
35,4,27,same_family,0.910336,"AromaTwin selected this same family for its shared amber, dark, resinous, smoky.","{""accord"": [""amber"", ""resinous"", ""smoky"", ""woody""], ""family"": [""amber woody""], ""mood"": [""nocturnal"", ""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""dark"", ""resinous"", ""smoky""]}","The option is less leather, more sweet.",0.964134,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
36,4,6,same_mood,0.834177,"AromaTwin selected this same mood for its shared amber, warm, woody, resinous.","{""accord"": [""amber"", ""woody""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""warm"", ""woody"", ""resinous""]}","The option is less smoky, less leather, more gourmand.",0.933671,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
37,4,42,same_occasion,0.820257,"AromaTwin selected this same occasion for its shared warm, woody, amber, dark.","{""accord"": [""amber"", ""leather"", ""woody""], ""occasion"": [""evening""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""warm"", ""woody"", ""amber"", ""dark""]}","The option is less resinous, less smoky, more citrus.",0.928103,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
38,4,33,same_occasion,0.788691,"AromaTwin selected this same occasion for its shared woody, dark, leather, warm.","{""accord"": [""leather"", ""smoky"", ""woody""], ""occasion"": [""evening""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""woody"", ""dark"", ""leather"", ""warm""]}","The option is less amber, less resinous, less smoky.",0.915476,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
39,4,29,same_mood,0.78029,"AromaTwin selected this same mood for its shared amber, resinous, warm, floral.","{""accord"": [""amber"", ""resinous""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""resinous"", ""warm"", ""floral""]}","The option is less dark, less smoky, less leather.",0.912116,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
40,4,24,same_mood,0.769632,"AromaTwin selected this same mood for its shared amber, warm, resinous, floral.","{""accord"": [""amber""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""warm"", ""resinous"", ""floral""]}","The option is less dark, less smoky, less leather.",0.907853,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.830000+00:00,2026-09-17T07:14:26.830000+00:00,
41,5,23,same_family,1.0,"AromaTwin selected this same family for its shared aromatic, fresh, woody, green.","{""accord"": [""aromatic"", ""green"", ""woody""], ""family"": [""aromatic fougere""], ""mood"": [""composed"", ""crisp""], ""occasion"": [""daytime"", ""work""], ""season"": [""autumn"", ""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""woody"", ""green""]}",The profiles are closely balanced.,1.0,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
42,5,32,same_family,1.0,"AromaTwin selected this same family for its shared aromatic, fresh, woody, green.","{""accord"": [""aromatic"", ""green"", ""woody""], ""family"": [""aromatic fougere""], ""mood"": [""composed"", ""crisp""], ""occasion"": [""daytime"", ""work""], ""season"": [""autumn"", ""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""woody"", ""green""]}",The profiles are closely balanced.,1.0,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
43,5,46,same_family,0.987166,"AromaTwin selected this same family for its shared aromatic, fresh, woody, green.","{""accord"": [""aromatic"", ""green"", ""woody""], ""family"": [""aromatic fougere""], ""mood"": [""composed"", ""crisp""], ""occasion"": [""daytime"", ""work""], ""season"": [""autumn"", ""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""woody"", ""green""]}",The option is more sweet.,0.994866,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
44,5,37,same_family,0.984328,"AromaTwin selected this same family for its shared aromatic, fresh, woody, green.","{""accord"": [""aromatic"", ""green"", ""woody""], ""family"": [""aromatic fougere""], ""mood"": [""composed"", ""crisp""], ""occasion"": [""daytime"", ""work""], ""season"": [""autumn"", ""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""woody"", ""green""]}",The option is more powdery.,0.993731,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
45,5,14,same_family,0.971704,"AromaTwin selected this same family for its shared aromatic, fresh, woody, green.","{""accord"": [""aromatic"", ""green"", ""woody""], ""family"": [""aromatic fougere""], ""mood"": [""composed"", ""crisp""], ""occasion"": [""daytime"", ""work""], ""season"": [""autumn"", ""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""woody"", ""green""]}","The option is more green, more fruity.",0.988682,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
46,5,13,same_occasion,0.73021,"AromaTwin selected this same occasion for its shared aromatic, fresh, green, daytime.","{""accord"": [""aromatic"", ""green""], ""occasion"": [""daytime""], ""season"": [""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""green""]}","The option is more citrus, less woody, more musky.",0.892084,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
47,5,31,same_occasion,0.714718,"AromaTwin selected this same occasion for its shared aromatic, fresh, green, daytime.","{""accord"": [""aromatic"", ""green""], ""occasion"": [""daytime""], ""season"": [""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""green""]}","The option is more citrus, less woody, more musky.",0.885887,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
48,5,1,same_occasion,0.658094,"AromaTwin selected this same occasion for its shared woody, green, aromatic, fresh.","{""accord"": [""aromatic"", ""green"", ""woody""], ""occasion"": [""work""], ""season"": [""autumn""], ""vector_dimensions"": [""woody"", ""green"", ""aromatic"", ""fresh""]}","The option is more dark, more leather, less aromatic.",0.863238,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
49,5,22,same_occasion,0.652218,"AromaTwin selected this same occasion for its shared aromatic, fresh, sweet, daytime.","{""accord"": [""aromatic""], ""occasion"": [""daytime""], ""season"": [""spring""], ""vector_dimensions"": [""aromatic"", ""fresh"", ""sweet""]}","The option is more citrus, less woody, less green.",0.860887,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
50,5,40,same_occasion,0.615382,"AromaTwin selected this same occasion for its shared aromatic, fresh, daytime, spring.","{""accord"": [""aromatic""], ""occasion"": [""daytime""], ""season"": [""spring""], ""vector_dimensions"": [""aromatic"", ""fresh""]}","The option is more citrus, less woody, less green.",0.846153,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.831980+00:00,2026-09-17T07:14:26.831980+00:00,
51,6,24,same_family,0.972262,"AromaTwin selected this same family for its shared amber, floral, warm, spicy.","{""accord"": [""amber"", ""floral"", ""spicy""], ""family"": [""amber floral""], ""mood"": [""opulent"", ""warm""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""floral"", ""warm"", ""spicy""]}","The option is less dark, less woody.",0.988905,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
52,6,29,same_family,0.967285,"AromaTwin selected this same family for its shared amber, floral, warm, spicy.","{""accord"": [""amber"", ""floral"", ""spicy""], ""family"": [""amber floral""], ""mood"": [""opulent"", ""warm""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""floral"", ""warm"", ""spicy""]}","The option is less dark, less woody, more resinous.",0.986914,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
53,6,38,same_family,0.96254,"AromaTwin selected this same family for its shared amber, floral, warm, spicy.","{""accord"": [""amber"", ""floral"", ""spicy""], ""family"": [""amber floral""], ""mood"": [""opulent"", ""warm""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""floral"", ""warm"", ""spicy""]}","The option is less dark, more gourmand, less woody.",0.985016,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
54,6,15,same_family,0.962329,"AromaTwin selected this same family for its shared amber, floral, warm, spicy.","{""accord"": [""amber"", ""floral"", ""spicy""], ""family"": [""amber floral""], ""mood"": [""opulent"", ""warm""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""floral"", ""warm"", ""spicy""]}","The option is less dark, more fruity, less woody.",0.984932,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
55,6,47,same_family,0.919039,"AromaTwin selected this same family for its shared amber, floral, warm, spicy.","{""accord"": [""amber"", ""floral"", ""spicy""], ""family"": [""amber floral""], ""mood"": [""opulent"", ""warm""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""floral"", ""warm"", ""spicy""]}","The option is more powdery, less dark, less woody.",0.967616,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
56,6,27,same_mood,0.891302,"AromaTwin selected this same mood for its shared amber, warm, woody, resinous.","{""accord"": [""amber"", ""woody""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""warm"", ""woody"", ""resinous""]}","The option is more smoky, less gourmand, more dark.",0.956521,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
57,6,41,same_mood,0.888883,"AromaTwin selected this same mood for its shared amber, warm, spicy, woody.","{""accord"": [""amber"", ""spicy"", ""woody""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""warm"", ""spicy"", ""woody""]}","The option is more smoky, less gourmand, less sweet.",0.955553,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
58,6,9,same_mood,0.872576,"AromaTwin selected this same mood for its shared amber, warm, woody, resinous.","{""accord"": [""amber"", ""woody""], ""mood"": [""opulent""], ""occasion"": [""evening"", ""special occasion""], ""season"": [""autumn"", ""winter""], ""vector_dimensions"": [""amber"", ""warm"", ""woody"", ""resinous""]}","The option is more smoky, less gourmand, less sweet.",0.94903,public_safe_vector_context_v1,approved,2026-09-17T07:14:26.834040+00:00,2026-09-17T07:14:26.834040+00:00,
